Date,Region,Category,Product,Salesperson,Units,Revenue,Cost
2025-01-10,Uptown,Beverages,Iced Tea,Server: Priya,2,22.66,7.11
2025-01-10,Downtown,Desserts,Cheesecake,Server: Maya,4,67.4,21.86
2025-01-10,Airport,Desserts,Tiramisu,Server: Priya,1,41.55,16.47
2025-01-10,Uptown,Beverages,Craft Beer,Server: Diego,2,33.38,12.76
2025-01-10,Downtown,Entrees,Ribeye Steak,Server: Jonah,4,82.68,31.74
2025-01-10,Suburbs,Appetizers,Loaded Nachos,Server: Priya,5,152.8,55.68
2025-01-11,Downtown,Beverages,Craft Beer,Server: Maya,1,30.04,8.62
2025-01-11,Suburbs,Beverages,Craft Beer,Server: Diego,5,37.65,11.44
2025-01-12,Mall Location,Beverages,Espresso,Server: Maya,5,120.9,38.29
2025-01-12,Downtown,Beverages,Espresso,Server: Maya,5,181.3,58.65
2025-01-13,Mall Location,Desserts,Tiramisu,Server: Maya,2,79.74,23.98
2025-01-13,Uptown,Appetizers,Bruschetta,Server: Elin,5,29.95,10.56
2025-01-13,Suburbs,Entrees,Grilled Salmon,Server: Priya,4,72.68,21.51
2025-01-13,Airport,Desserts,Chocolate Lava Cake,Server: Elin,2,59.98,17.53
2025-01-13,Mall Location,Beverages,House Wine,Server: Elin,3,32.97,10.48
2025-01-14,Suburbs,Entrees,Veggie Burger,Server: Elin,1,4.21,1.41
2025-01-14,Downtown,Entrees,Ribeye Steak,Server: Maya,6,76.92,23.35
2025-01-14,Mall Location,Appetizers,Calamari,Server: Diego,5,80.25,23.59
2025-01-14,Uptown,Entrees,Veggie Burger,Server: Maya,4,94.12,31.2
2025-01-15,Downtown,Appetizers,Bruschetta,Server: Jonah,5,168.35,63.44
2025-01-17,Airport,Beverages,Iced Tea,Server: Priya,1,20.92,7.4
2025-01-17,Suburbs,Desserts,Chocolate Lava Cake,Server: Diego,5,182.3,53.44
2025-01-17,Downtown,Desserts,Chocolate Lava Cake,Server: Priya,6,143.82,45.64
2025-01-18,Suburbs,Appetizers,Loaded Nachos,Server: Elin,6,133.68,49.77
2025-01-18,Airport,Beverages,Espresso,Server: Diego,1,39.35,15.59
2025-01-18,Suburbs,Desserts,Cheesecake,Server: Jonah,4,77.44,21.94
2025-01-19,Uptown,Appetizers,Loaded Nachos,Server: Elin,6,55.44,19.87
2025-01-19,Suburbs,Desserts,Cheesecake,Server: Jonah,3,32.97,10.43
2025-01-19,Downtown,Appetizers,Calamari,Server: Jonah,5,198.8,77.34
2025-01-19,Airport,Appetizers,Bruschetta,Server: Maya,4,131.48,44.88
2025-01-20,Mall Location,Beverages,House Wine,Server: Diego,6,240.42,77.3
2025-01-20,Suburbs,Beverages,Craft Beer,Server: Diego,3,103.5,31.74
2025-01-20,Suburbs,Entrees,Veggie Burger,Server: Diego,1,17.27,6.15
2025-01-20,Downtown,Desserts,Chocolate Lava Cake,Server: Maya,4,57.36,20.19
2025-01-21,Suburbs,Entrees,Ribeye Steak,Server: Priya,6,135.0,42.42
2025-01-21,Suburbs,Beverages,Iced Tea,Server: Maya,5,21.95,6.89
2025-01-21,Airport,Desserts,Chocolate Lava Cake,Server: Priya,2,88.74,32.01
2025-01-21,Mall Location,Entrees,Ribeye Steak,Server: Elin,4,143.24,53.06
2025-01-21,Uptown,Entrees,Ribeye Steak,Server: Jonah,5,42.55,15.72
2025-01-21,Uptown,Appetizers,Loaded Nachos,Server: Priya,5,39.35,14.57
2025-01-21,Suburbs,Desserts,Cheesecake,Server: Priya,4,16.84,5.7
2025-01-21,Airport,Beverages,House Wine,Server: Elin,4,179.8,69.56
2025-01-22,Downtown,Entrees,Grilled Salmon,Server: Diego,1,32.66,10.47
2025-01-23,Downtown,Desserts,Tiramisu,Server: Elin,1,17.24,6.12
2025-01-24,Airport,Desserts,Cheesecake,Server: Diego,6,182.1,56.36
2025-01-25,Uptown,Entrees,Chicken Alfredo,Server: Maya,5,191.4,67.79
2025-01-25,Uptown,Desserts,Chocolate Lava Cake,Server: Jonah,3,70.53,19.96
2025-01-25,Mall Location,Appetizers,Calamari,Server: Jonah,3,127.38,47.15
2025-01-26,Airport,Beverages,Craft Beer,Server: Jonah,1,9.46,3.16
2025-01-26,Airport,Appetizers,Loaded Nachos,Server: Maya,5,207.55,65.86
2025-01-26,Mall Location,Appetizers,Bruschetta,Server: Diego,6,178.14,67.5
2025-01-26,Uptown,Appetizers,Bruschetta,Server: Jonah,6,41.04,16.0
2025-01-27,Suburbs,Desserts,Cheesecake,Server: Jonah,5,127.9,43.81
2025-01-27,Suburbs,Appetizers,Loaded Nachos,Server: Priya,3,88.65,26.45
2025-01-27,Downtown,Appetizers,Loaded Nachos,Server: Priya,3,29.82,10.84
2025-01-28,Mall Location,Beverages,Craft Beer,Server: Elin,1,39.36,13.3
2025-01-28,Uptown,Beverages,Espresso,Server: Maya,6,229.8,79.25
2025-01-28,Suburbs,Desserts,Chocolate Lava Cake,Server: Elin,3,106.17,36.36
2025-01-28,Mall Location,Beverages,Espresso,Server: Elin,2,44.88,16.24
2025-01-28,Downtown,Beverages,Espresso,Server: Maya,6,40.44,15.28
2025-01-29,Suburbs,Beverages,House Wine,Server: Jonah,4,151.4,43.18
2025-01-30,Mall Location,Desserts,Chocolate Lava Cake,Server: Diego,1,41.24,12.52
2025-01-30,Mall Location,Entrees,Veggie Burger,Server: Priya,5,63.5,24.24
2025-01-31,Mall Location,Beverages,Craft Beer,Server: Priya,1,6.21,2.04
2025-01-31,Downtown,Appetizers,Bruschetta,Server: Elin,3,29.52,9.58
2025-01-31,Uptown,Entrees,Veggie Burger,Server: Elin,4,43.12,12.5
2025-01-31,Uptown,Beverages,House Wine,Server: Diego,2,63.9,18.0
2025-01-31,Downtown,Appetizers,Bruschetta,Server: Priya,6,238.2,85.55
2025-01-31,Airport,Appetizers,Calamari,Server: Diego,2,39.02,11.84
2025-02-01,Mall Location,Beverages,Espresso,Server: Elin,4,75.8,22.13
2025-02-01,Downtown,Beverages,Iced Tea,Server: Elin,6,72.6,23.04
2025-02-01,Mall Location,Desserts,Tiramisu,Server: Priya,4,75.84,26.36
2025-02-02,Mall Location,Beverages,House Wine,Server: Elin,2,88.88,29.11
2025-02-02,Suburbs,Entrees,Grilled Salmon,Server: Jonah,2,73.14,29.05
2025-02-02,Uptown,Desserts,Cheesecake,Server: Priya,5,39.65,15.74
2025-02-02,Airport,Appetizers,Calamari,Server: Elin,3,87.99,26.24
2025-02-02,Suburbs,Beverages,Espresso,Server: Jonah,4,138.16,40.16
2025-02-03,Mall Location,Desserts,Tiramisu,Server: Jonah,4,117.28,41.41
2025-02-04,Mall Location,Beverages,Craft Beer,Server: Diego,6,63.3,23.09
2025-02-04,Mall Location,Desserts,Tiramisu,Server: Elin,1,23.44,8.89
2025-02-04,Suburbs,Entrees,Veggie Burger,Server: Jonah,4,107.4,33.08
2025-02-04,Mall Location,Beverages,Iced Tea,Server: Jonah,2,31.26,10.97
2025-02-04,Uptown,Entrees,Ribeye Steak,Server: Diego,6,124.8,37.21
2025-02-04,Uptown,Entrees,Grilled Salmon,Server: Diego,1,43.79,16.53
2025-02-05,Mall Location,Beverages,Craft Beer,Server: Diego,2,33.34,12.63
2025-02-05,Suburbs,Beverages,Iced Tea,Server: Diego,2,33.7,9.52
2025-02-06,Mall Location,Entrees,Grilled Salmon,Server: Jonah,4,78.4,22.58
2025-02-06,Suburbs,Appetizers,Loaded Nachos,Server: Maya,4,40.92,16.05
2025-02-06,Uptown,Appetizers,Calamari,Server: Maya,5,138.15,47.4
2025-02-06,Airport,Desserts,Chocolate Lava Cake,Server: Diego,1,39.42,11.06
2025-02-07,Airport,Desserts,Chocolate Lava Cake,Server: Elin,5,41.25,15.93
2025-02-07,Mall Location,Desserts,Cheesecake,Server: Priya,5,156.0,51.62
2025-02-07,Airport,Entrees,Veggie Burger,Server: Elin,4,105.72,40.15
2025-02-07,Mall Location,Desserts,Cheesecake,Server: Priya,1,18.78,6.88
2025-02-07,Airport,Desserts,Chocolate Lava Cake,Server: Elin,2,65.94,23.01
2025-02-07,Uptown,Desserts,Chocolate Lava Cake,Server: Diego,4,86.48,28.75
2025-02-08,Mall Location,Desserts,Chocolate Lava Cake,Server: Priya,5,40.05,14.82
2025-02-08,Downtown,Desserts,Cheesecake,Server: Elin,2,26.38,8.26
2025-02-08,Downtown,Appetizers,Loaded Nachos,Server: Priya,5,168.35,51.8
2025-02-08,Downtown,Desserts,Cheesecake,Server: Elin,6,187.32,61.25
2025-02-09,Downtown,Appetizers,Bruschetta,Server: Diego,5,185.0,68.14
2025-02-10,Mall Location,Appetizers,Loaded Nachos,Server: Elin,4,33.08,10.66
2025-02-10,Airport,Entrees,Ribeye Steak,Server: Jonah,2,59.34,17.24
2025-02-10,Mall Location,Entrees,Veggie Burger,Server: Elin,3,47.97,19.06
2025-02-11,Mall Location,Entrees,Chicken Alfredo,Server: Elin,2,38.34,11.26
2025-02-11,Uptown,Desserts,Tiramisu,Server: Diego,6,97.32,38.17
2025-02-11,Uptown,Appetizers,Bruschetta,Server: Maya,3,94.41,27.79
2025-02-11,Downtown,Desserts,Chocolate Lava Cake,Server: Diego,5,165.1,46.7
2025-02-12,Mall Location,Beverages,Espresso,Server: Jonah,5,83.25,30.38
2025-02-12,Uptown,Entrees,Veggie Burger,Server: Diego,1,42.07,12.58
2025-02-12,Suburbs,Beverages,House Wine,Server: Diego,5,148.95,51.81
2025-02-12,Airport,Appetizers,Loaded Nachos,Server: Jonah,2,23.62,9.04
2025-02-13,Suburbs,Desserts,Cheesecake,Server: Elin,5,76.3,24.71
2025-02-13,Mall Location,Beverages,House Wine,Server: Maya,5,22.4,7.69
2025-02-13,Uptown,Desserts,Tiramisu,Server: Jonah,6,142.74,49.46
2025-02-13,Downtown,Desserts,Cheesecake,Server: Jonah,1,32.82,9.49
2025-02-13,Uptown,Desserts,Tiramisu,Server: Jonah,1,13.36,4.27
2025-02-14,Airport,Desserts,Chocolate Lava Cake,Server: Jonah,4,140.32,40.43
2025-02-14,Uptown,Appetizers,Loaded Nachos,Server: Elin,5,186.8,68.86
2025-02-14,Downtown,Desserts,Chocolate Lava Cake,Server: Jonah,2,70.42,24.45
2025-02-15,Mall Location,Desserts,Cheesecake,Server: Diego,5,34.45,10.59
2025-02-15,Suburbs,Appetizers,Loaded Nachos,Server: Maya,4,33.4,13.09
2025-02-15,Downtown,Appetizers,Bruschetta,Server: Priya,2,61.36,18.02
2025-02-16,Downtown,Appetizers,Bruschetta,Server: Elin,4,22.08,6.33
2025-02-16,Suburbs,Desserts,Chocolate Lava Cake,Server: Maya,3,48.63,18.48
2025-02-16,Mall Location,Appetizers,Bruschetta,Server: Priya,4,166.76,47.77
2025-02-17,Uptown,Beverages,Espresso,Server: Priya,3,123.78,39.18
2025-02-18,Mall Location,Beverages,House Wine,Server: Maya,6,198.9,61.0
2025-02-18,Suburbs,Beverages,Espresso,Server: Maya,3,30.9,11.18
2025-02-18,Mall Location,Entrees,Chicken Alfredo,Server: Elin,3,59.19,20.54
2025-02-18,Uptown,Desserts,Cheesecake,Server: Jonah,6,102.0,30.12
2025-02-19,Mall Location,Appetizers,Calamari,Server: Elin,4,159.64,63.21
2025-02-19,Downtown,Beverages,Espresso,Server: Elin,1,33.68,10.5
2025-02-19,Airport,Entrees,Chicken Alfredo,Server: Elin,5,218.35,65.52
2025-02-19,Uptown,Beverages,House Wine,Server: Diego,2,38.66,14.01
2025-02-19,Airport,Desserts,Tiramisu,Server: Diego,5,203.35,77.76
2025-02-20,Suburbs,Appetizers,Loaded Nachos,Server: Priya,6,131.52,40.91
2025-02-20,Uptown,Appetizers,Bruschetta,Server: Diego,6,93.06,26.73
2025-02-20,Suburbs,Entrees,Ribeye Steak,Server: Priya,4,165.56,48.07
2025-02-20,Downtown,Entrees,Chicken Alfredo,Server: Elin,5,125.55,46.62
2025-02-20,Uptown,Desserts,Tiramisu,Server: Maya,2,70.24,24.43
2025-02-21,Downtown,Desserts,Chocolate Lava Cake,Server: Elin,6,218.1,64.78
2025-02-21,Airport,Desserts,Tiramisu,Server: Priya,5,95.15,36.53
2025-02-21,Mall Location,Beverages,Iced Tea,Server: Elin,5,26.35,9.3
2025-02-21,Downtown,Appetizers,Loaded Nachos,Server: Diego,5,163.2,48.07
2025-02-21,Suburbs,Beverages,Iced Tea,Server: Maya,5,194.8,70.21
2025-02-22,Mall Location,Beverages,House Wine,Server: Elin,5,167.15,64.31
2025-02-22,Mall Location,Beverages,Craft Beer,Server: Priya,5,27.2,8.18
2025-02-22,Uptown,Desserts,Tiramisu,Server: Diego,5,72.0,21.61
2025-02-23,Suburbs,Desserts,Chocolate Lava Cake,Server: Diego,4,131.28,52.29
2025-02-23,Mall Location,Entrees,Ribeye Steak,Server: Maya,4,177.44,53.22
2025-02-23,Airport,Beverages,Craft Beer,Server: Jonah,6,159.78,49.46
2025-02-23,Airport,Desserts,Cheesecake,Server: Diego,2,49.44,19.62
2025-02-24,Downtown,Appetizers,Bruschetta,Server: Maya,2,30.22,11.21
2025-02-25,Downtown,Appetizers,Calamari,Server: Jonah,4,107.4,34.86
2025-02-25,Uptown,Appetizers,Bruschetta,Server: Priya,6,78.12,23.1
2025-02-25,Uptown,Appetizers,Loaded Nachos,Server: Diego,1,29.11,9.17
2025-02-25,Uptown,Beverages,House Wine,Server: Elin,2,77.1,24.34
2025-02-25,Downtown,Entrees,Chicken Alfredo,Server: Jonah,6,134.22,53.63
2025-02-25,Downtown,Beverages,Espresso,Server: Priya,3,96.21,36.09
2025-02-25,Suburbs,Appetizers,Loaded Nachos,Server: Priya,4,133.84,47.13
2025-02-25,Downtown,Beverages,House Wine,Server: Jonah,5,129.8,39.58
2025-02-25,Downtown,Appetizers,Calamari,Server: Diego,2,71.12,21.28
2025-02-26,Suburbs,Beverages,House Wine,Server: Elin,4,162.44,63.07
2025-02-26,Uptown,Desserts,Tiramisu,Server: Priya,6,171.0,50.13
2025-02-27,Suburbs,Entrees,Veggie Burger,Server: Elin,3,94.77,29.76
2025-02-27,Uptown,Appetizers,Loaded Nachos,Server: Elin,4,164.28,61.09
2025-02-27,Mall Location,Appetizers,Calamari,Server: Maya,5,146.5,43.24
2025-02-27,Mall Location,Appetizers,Loaded Nachos,Server: Elin,6,229.2,69.9
2025-02-27,Airport,Entrees,Veggie Burger,Server: Priya,3,90.06,33.58
2025-02-28,Mall Location,Beverages,Iced Tea,Server: Diego,2,15.22,4.57
2025-02-28,Uptown,Entrees,Ribeye Steak,Server: Elin,2,83.66,24.58
2025-02-28,Downtown,Appetizers,Bruschetta,Server: Diego,4,85.24,24.33
2025-02-28,Mall Location,Beverages,Espresso,Server: Diego,3,77.16,26.18
2025-02-28,Mall Location,Beverages,Espresso,Server: Maya,5,169.65,58.49
2025-03-01,Airport,Appetizers,Bruschetta,Server: Jonah,2,22.62,7.22
2025-03-01,Downtown,Entrees,Veggie Burger,Server: Priya,5,187.9,52.96
2025-03-01,Uptown,Desserts,Cheesecake,Server: Maya,2,24.84,7.11
2025-03-01,Airport,Desserts,Chocolate Lava Cake,Server: Diego,3,36.99,12.34
2025-03-02,Suburbs,Desserts,Chocolate Lava Cake,Server: Maya,4,111.36,39.12
2025-03-02,Airport,Beverages,Craft Beer,Server: Jonah,1,36.77,11.33
2025-03-02,Airport,Appetizers,Bruschetta,Server: Diego,3,118.8,46.7
2025-03-02,Airport,Desserts,Cheesecake,Server: Maya,6,126.72,49.89
2025-03-02,Downtown,Entrees,Ribeye Steak,Server: Elin,2,61.46,22.47
2025-03-03,Mall Location,Entrees,Veggie Burger,Server: Maya,2,34.34,11.01
2025-03-03,Airport,Appetizers,Loaded Nachos,Server: Elin,1,33.44,12.94
2025-03-03,Mall Location,Beverages,Espresso,Server: Elin,5,42.5,13.71
2025-03-03,Mall Location,Desserts,Cheesecake,Server: Jonah,3,120.27,45.42
2025-03-03,Suburbs,Beverages,Iced Tea,Server: Diego,1,28.06,9.11
2025-03-03,Mall Location,Appetizers,Bruschetta,Server: Elin,6,135.66,52.05
2025-03-03,Airport,Beverages,Espresso,Server: Diego,1,32.87,10.38
2025-03-04,Uptown,Entrees,Ribeye Steak,Server: Diego,2,53.5,19.76
2025-03-04,Airport,Beverages,Espresso,Server: Elin,5,69.45,23.31
2025-03-04,Airport,Entrees,Grilled Salmon,Server: Elin,3,101.67,39.47
2025-03-04,Mall Location,Entrees,Ribeye Steak,Server: Diego,3,126.99,36.62
2025-03-04,Suburbs,Desserts,Tiramisu,Server: Priya,5,71.85,25.89
2025-03-05,Uptown,Appetizers,Bruschetta,Server: Diego,3,83.94,25.39
2025-03-06,Downtown,Appetizers,Calamari,Server: Priya,5,151.5,42.95
2025-03-06,Suburbs,Desserts,Chocolate Lava Cake,Server: Maya,6,26.52,10.4
2025-03-06,Uptown,Desserts,Cheesecake,Server: Elin,1,44.33,16.17
2025-03-06,Mall Location,Desserts,Chocolate Lava Cake,Server: Maya,3,132.42,52.0
2025-03-07,Airport,Beverages,Craft Beer,Server: Maya,1,36.7,14.2
2025-03-08,Uptown,Appetizers,Calamari,Server: Elin,1,7.17,2.41
2025-03-08,Uptown,Entrees,Veggie Burger,Server: Jonah,2,30.62,10.99
2025-03-08,Uptown,Entrees,Ribeye Steak,Server: Maya,2,88.86,35.52
2025-03-09,Downtown,Entrees,Chicken Alfredo,Server: Diego,3,102.18,39.98
2025-03-09,Mall Location,Appetizers,Bruschetta,Server: Diego,1,27.23,8.86
2025-03-09,Mall Location,Desserts,Cheesecake,Server: Priya,6,225.84,79.76
2025-03-09,Suburbs,Appetizers,Bruschetta,Server: Maya,5,210.3,65.4
2025-03-10,Suburbs,Entrees,Ribeye Steak,Server: Priya,1,25.96,7.56
2025-03-10,Mall Location,Appetizers,Calamari,Server: Priya,5,224.45,87.62
2025-03-11,Suburbs,Appetizers,Bruschetta,Server: Elin,2,52.6,15.62
2025-03-11,Mall Location,Entrees,Ribeye Steak,Server: Jonah,3,70.11,27.01
2025-03-11,Mall Location,Beverages,Craft Beer,Server: Diego,1,42.31,13.69
2025-03-11,Uptown,Beverages,Espresso,Server: Maya,5,98.95,31.23
2025-03-11,Downtown,Entrees,Grilled Salmon,Server: Diego,2,50.98,14.37
2025-03-12,Airport,Desserts,Cheesecake,Server: Diego,4,90.84,36.21
2025-03-13,Mall Location,Desserts,Cheesecake,Server: Jonah,4,176.36,68.63
2025-03-13,Suburbs,Appetizers,Calamari,Server: Jonah,6,112.5,38.84
2025-03-14,Airport,Desserts,Cheesecake,Server: Diego,2,73.46,29.05
2025-03-14,Uptown,Entrees,Veggie Burger,Server: Priya,6,162.6,49.54
2025-03-14,Suburbs,Desserts,Tiramisu,Server: Maya,6,42.12,13.69
2025-03-14,Uptown,Entrees,Chicken Alfredo,Server: Diego,6,44.7,14.51
2025-03-14,Airport,Appetizers,Calamari,Server: Diego,2,35.24,12.19
2025-03-14,Mall Location,Appetizers,Calamari,Server: Priya,1,17.93,5.56
2025-03-14,Uptown,Entrees,Chicken Alfredo,Server: Elin,6,51.18,16.67
2025-03-15,Downtown,Entrees,Chicken Alfredo,Server: Jonah,3,19.02,7.49
2025-03-15,Mall Location,Beverages,Espresso,Server: Jonah,3,46.29,17.67
2025-03-15,Uptown,Beverages,Iced Tea,Server: Priya,3,70.65,20.26
2025-03-15,Mall Location,Desserts,Cheesecake,Server: Elin,3,16.98,6.54
2025-03-15,Downtown,Appetizers,Calamari,Server: Diego,1,22.09,8.25
2025-03-16,Downtown,Appetizers,Calamari,Server: Priya,5,167.95,66.44
2025-03-16,Airport,Entrees,Veggie Burger,Server: Jonah,4,32.92,10.65
2025-03-17,Downtown,Desserts,Chocolate Lava Cake,Server: Priya,2,16.64,5.05
2025-03-18,Uptown,Entrees,Chicken Alfredo,Server: Diego,3,13.68,5.32
2025-03-18,Suburbs,Entrees,Chicken Alfredo,Server: Diego,5,159.65,58.35
2025-03-18,Suburbs,Beverages,Iced Tea,Server: Maya,4,119.64,41.78
2025-03-18,Uptown,Desserts,Chocolate Lava Cake,Server: Elin,2,31.0,12.03
2025-03-18,Mall Location,Entrees,Chicken Alfredo,Server: Maya,5,193.0,62.68
2025-03-18,Uptown,Beverages,Craft Beer,Server: Priya,1,11.79,3.67
2025-03-18,Downtown,Appetizers,Bruschetta,Server: Jonah,5,171.8,48.85
2025-03-19,Uptown,Beverages,House Wine,Server: Maya,2,61.46,20.82
2025-03-19,Uptown,Beverages,Craft Beer,Server: Elin,4,25.16,9.17
2025-03-19,Mall Location,Desserts,Cheesecake,Server: Priya,6,45.6,15.54
2025-03-19,Downtown,Beverages,Espresso,Server: Jonah,5,81.55,31.64
2025-03-19,Airport,Desserts,Tiramisu,Server: Jonah,5,96.25,28.92
2025-03-19,Airport,Appetizers,Loaded Nachos,Server: Elin,1,15.36,5.38
2025-03-20,Downtown,Beverages,Espresso,Server: Diego,6,207.18,58.16
2025-03-20,Downtown,Desserts,Cheesecake,Server: Diego,1,5.02,1.44
2025-03-21,Downtown,Beverages,Craft Beer,Server: Maya,6,248.64,93.37
2025-03-21,Downtown,Entrees,Chicken Alfredo,Server: Elin,3,120.03,43.42
2025-03-22,Airport,Desserts,Cheesecake,Server: Maya,1,18.95,5.83
2025-03-22,Airport,Entrees,Ribeye Steak,Server: Jonah,6,113.04,32.81
2025-03-22,Uptown,Beverages,Iced Tea,Server: Diego,4,39.04,11.73
2025-03-22,Mall Location,Entrees,Chicken Alfredo,Server: Maya,2,81.86,29.16
2025-03-23,Airport,Entrees,Chicken Alfredo,Server: Diego,5,180.55,68.47
2025-03-23,Suburbs,Beverages,House Wine,Server: Jonah,1,20.15,5.68
2025-03-23,Suburbs,Entrees,Grilled Salmon,Server: Maya,6,50.7,15.12
2025-03-23,Uptown,Appetizers,Loaded Nachos,Server: Maya,2,43.66,15.57
2025-03-23,Suburbs,Beverages,Craft Beer,Server: Priya,5,45.65,16.28
2025-03-23,Airport,Appetizers,Calamari,Server: Diego,1,25.48,8.02
2025-03-24,Mall Location,Entrees,Grilled Salmon,Server: Maya,3,108.18,41.36
2025-03-24,Downtown,Beverages,Espresso,Server: Diego,1,16.44,5.87
2025-03-24,Mall Location,Entrees,Veggie Burger,Server: Maya,6,103.26,37.33
2025-03-24,Suburbs,Beverages,Espresso,Server: Diego,1,20.77,7.78
2025-03-24,Downtown,Desserts,Chocolate Lava Cake,Server: Maya,6,80.04,28.0
2025-03-24,Downtown,Desserts,Tiramisu,Server: Priya,3,41.82,15.9
2025-03-26,Airport,Beverages,House Wine,Server: Elin,5,175.85,68.59
2025-03-26,Downtown,Desserts,Cheesecake,Server: Jonah,3,41.22,13.41
2025-03-26,Uptown,Beverages,Craft Beer,Server: Maya,6,94.92,36.51
2025-03-26,Uptown,Appetizers,Loaded Nachos,Server: Jonah,3,98.28,29.8
2025-03-26,Suburbs,Desserts,Cheesecake,Server: Diego,2,85.14,28.68
2025-03-26,Uptown,Appetizers,Calamari,Server: Priya,5,60.45,19.26
2025-03-26,Suburbs,Desserts,Chocolate Lava Cake,Server: Jonah,6,266.4,101.15
2025-03-26,Mall Location,Beverages,Iced Tea,Server: Elin,4,23.84,7.74
2025-03-26,Downtown,Appetizers,Calamari,Server: Priya,6,77.52,24.78
2025-03-27,Airport,Appetizers,Bruschetta,Server: Elin,2,27.64,8.41
2025-03-27,Downtown,Beverages,Espresso,Server: Priya,2,79.6,30.52
2025-03-27,Suburbs,Beverages,Craft Beer,Server: Maya,2,30.02,11.79
2025-03-28,Downtown,Entrees,Chicken Alfredo,Server: Maya,2,43.76,12.49
2025-03-28,Uptown,Beverages,Iced Tea,Server: Elin,1,11.71,3.46
2025-03-28,Suburbs,Beverages,Craft Beer,Server: Priya,3,124.89,40.81
2025-03-28,Uptown,Appetizers,Bruschetta,Server: Maya,2,23.94,7.36
2025-03-28,Downtown,Appetizers,Calamari,Server: Diego,5,85.6,25.25
2025-03-28,Mall Location,Beverages,Iced Tea,Server: Diego,4,46.96,13.54
2025-03-29,Airport,Beverages,Craft Beer,Server: Elin,2,18.4,6.75
2025-03-29,Mall Location,Entrees,Grilled Salmon,Server: Jonah,6,209.04,81.17
2025-03-29,Downtown,Entrees,Veggie Burger,Server: Diego,6,117.24,42.7
2025-03-29,Mall Location,Entrees,Ribeye Steak,Server: Maya,6,65.52,19.54
2025-03-29,Mall Location,Desserts,Tiramisu,Server: Diego,6,221.28,87.25
2025-03-30,Suburbs,Beverages,House Wine,Server: Priya,4,27.92,10.33
2025-03-30,Uptown,Beverages,Espresso,Server: Maya,5,99.65,30.81
2025-03-30,Suburbs,Appetizers,Calamari,Server: Maya,2,8.16,2.84
2025-03-30,Downtown,Desserts,Cheesecake,Server: Diego,2,68.28,24.34
2025-03-30,Airport,Beverages,Craft Beer,Server: Elin,2,84.7,25.76
